"NIVEL";"PRODUTO";"TIPO";"DESCRICAO";"UM";"COMPONENTE";"TIPO";"DESCRICAO";"UMc";"QUANTIDADE";"IPI";"NCM";"ULT_PRECO";"ORIGEM";"CUSTO_MEDIO"
"4";="I1035296";"PP";="LOGO AIZ 3 X 180 X 542";="PC";="G2005882";"MP";="CHAPA ACO A36 3,00MM";="KG";"4,1200";"3,25";"72085300";"0,00";"0";"0,00"
"3";="I2015623";"PP";="CONJ LATERAIS COMBOIO 10000L 2COMP VEICULO 6 X 4 S SUP GRAXA 170KG COM ARM EPI MOD 2026";="CJ";="I1039053";"PP";="PERFIL 3 X 685,00 X 35,00 X 43,00 X 60,00 X 43,00 X 1070,00 COM FURACOES";="PC";"1,0000";"0,00";"87169010";"0,00";"0";"0,00"
"4";="I1039053";"PP";="PERFIL 3 X 685,00 X 35,00 X 43,00 X 60,00 X 43,00 X 1070,00 COM FURACOES";="PC";="G2005882";"MP";="CHAPA ACO A36 3,00MM";="KG";"21,7600";"3,25";"72085300";"0,00";"0";"0,00"
"3";="I2015623";"PP";="CONJ LATERAIS COMBOIO 10000L 2COMP VEICULO 6 X 4 S SUP GRAXA 170KG COM ARM EPI MOD 2026";="CJ";="I1039058";"PP";="PERFIL L 3 X 680,00 X 50,00 X 970,00 REC";="PC";"1,0000";"0,00";"87169010";"0,00";"0";"0,00"
"4";="I1039058";"PP";="PERFIL L 3 X 680,00 X 50,00 X 970,00 REC";="PC";="G2005882";"MP";="CHAPA ACO A36 3,00MM";="KG";"15,0700";"3,25";"72085300";"0,00";"0";"0,00"
"3";="I2015623";"PP";="CONJ LATERAIS COMBOIO 10000L 2COMP VEICULO 6 X 4 S SUP GRAXA 170KG COM ARM EPI MOD 2026";="CJ";="I1039059";"PP";="PERFIL L 3 X 680,00 X 50,00 X 2990,00";="PC";"1,0000";"0,00";"87169010";"0,00";"0";"0,00"
"4";="I1039059";"PP";="PERFIL L 3 X 680,00 X 50,00 X 2990,00";="PC";="G2005882";"MP";="CHAPA ACO A36 3,00MM";="KG";"49,5500";"3,25";"72085300";"0,00";"0";"0,00"
"3";="I2015623";"PP";="CONJ LATERAIS COMBOIO 10000L 2COMP VEICULO 6 X 4 S SUP GRAXA 170KG COM ARM EPI MOD 2026";="CJ";="I1039061";"PP";="PERFIL 3 X 685,00 X 35,00 X 43,00 X 60,00 X 43,00 X 2990,00";="PC";"1,0000";"0,00";"87169010";"0,00";"0";"0,00"
"4";="I1039061";"PP";="PERFIL 3 X 685,00 X 35,00 X 43,00 X 60,00 X 43,00 X 2990,00";="PC";="G2005882";"MP";="CHAPA ACO A36 3,00MM";="KG";"60,3400";"3,25";"72085300";"0,00";"0";"0,00"
"3";="I2015623";"PP";="CONJ LATERAIS COMBOIO 10000L 2COMP VEICULO 6 X 4 S SUP GRAXA 170KG COM ARM EPI MOD 2026";="CJ";="I1039075";"PP";="PERFIL 3 X 685,00 X 35,00 X 43,00 X 60,00 X 43,00 X 2990,00";="PC";"1,0000";"0,00";"87169010";"0,00";"0";"0,00"
"4";="I1039075";"PP";="PERFIL 3 X 685,00 X 35,00 X 43,00 X 60,00 X 43,00 X 2990,00";="PC";="G2005882";"MP";="CHAPA ACO A36 3,00MM";="KG";"60,7700";"3,25";"72085300";"0,00";"0";"0,00"
"3";="I2015623";"PP";="CONJ LATERAIS COMBOIO 10000L 2COMP VEICULO 6 X 4 S SUP GRAXA 170KG COM ARM EPI MOD 2026";="CJ";="I1039079";"PP";="PERFIL 3 X 685,00 X 35,00 X 43,00 X 60,00 X 43,00 X 1070,00";="PC";"1,0000";"0,00";"87169010";"0,00";"0";"0,00"
"4";="I1039079";"PP";="PERFIL 3 X 685,00 X 35,00 X 43,00 X 60,00 X 43,00 X 1070,00";="PC";="G2005882";"MP";="CHAPA ACO A36 3,00MM";="KG";"21,7600";"3,25";"72085300";"0,00";"0";"0,00"
"3";="I2015623";"PP";="CONJ LATERAIS COMBOIO 10000L 2COMP VEICULO 6 X 4 S SUP GRAXA 170KG COM ARM EPI MOD 2026";="CJ";="I1039080";"PP";="PERFIL 3 X 685,00 X 35,00 X 43,00 X 60,00 X 43,00 X 2990,00 COM FURACOES";="PC";"1,0000";"0,00";"87169010";"0,00";"0";"0,00"
"4";="I1039080";"PP";="PERFIL 3 X 685,00 X 35,00 X 43,00 X 60,00 X 43,00 X 2990,00 COM FURACOES";="PC";="G2005882";"MP";="CHAPA ACO A36 3,00MM";="KG";"60,7900";"3,25";"72085300";"0,00";"0";"0,00"
"3";="I2015623";"PP";="CONJ LATERAIS COMBOIO 10000L 2COMP VEICULO 6 X 4 S SUP GRAXA 170KG COM ARM EPI MOD 2026";="CJ";="I1039220";"PP";="PERFIL 3 X 1750 X 897 X 60 X 40 X 35 1REC321 2DIAM12 LD";="PC";"1,0000";"0,00";"87169010";"0,00";"0";"0,00"
"4";="I1039220";"PP";="PERFIL 3 X 1750 X 897 X 60 X 40 X 35 1REC321 2DIAM12 LD";="PC";="G2005882";"MP";="CHAPA ACO A36 3,00MM";="KG";"42,4800";"3,25";"72085300";"0,00";"0";"0,00"
"3";="I2015623";"PP";="CONJ LATERAIS COMBOIO 10000L 2COMP VEICULO 6 X 4 S SUP GRAXA 170KG COM ARM EPI MOD 2026";="CJ";="I1039222";"PP";="PERFIL 3 X 1750 X 897 X 60 X 40 X 35 1REC321 2DIAM12 LP";="PC";"1,0000";"0,00";"87169010";"0,00";"0";"0,00"
"4";="I1039222";"PP";="PERFIL 3 X 1750 X 897 X 60 X 40 X 35 1REC321 2DIAM12 LP";="PC";="G2005882";"MP";="CHAPA ACO A36 3,00MM";="KG";"42,4800";"3,25";"72085300";"0,00";"0";"0,00"
"3";="I2015623";"PP";="CONJ LATERAIS COMBOIO 10000L 2COMP VEICULO 6 X 4 S SUP GRAXA 170KG COM ARM EPI MOD 2026";="CJ";="I1039757";"PP";="TUBO DIN 2440 NBR5580 17,20 X 11,90 X 550MM";="PC";"3,0000";"0,00";"87169090";"0,00";"0";"0,00"
"4";="I1039757";"PP";="TUBO DIN 2440 NBR5580 17,20 X 11,90 X 550MM";="PC";="G2000473";"MP";="TUBO DIN 2440 NBR5580 17,20 X 11,90 X 2,65MM";="KG";"1,5600";"3,25";"73063000";"0,00";"0";"0,00"
"3";="I2015623";"PP";="CONJ LATERAIS COMBOIO 10000L 2COMP VEICULO 6 X 4 S SUP GRAXA 170KG COM ARM EPI MOD 2026";="CJ";="I1040658";"PP";="TUBO DIN 2440 NBR5580 17 X 12 X 1500MM";="PC";"3,0000";"0,00";"87169010";"0,00";"0";"0,00"
"4";="I1040658";"PP";="TUBO DIN 2440 NBR5580 17 X 12 X 1500MM";="PC";="G2000473";"MP";="TUBO DIN 2440 NBR5580 17,20 X 11,90 X 2,65MM";="KG";"4,5600";"3,25";"73063000";"0,00";"0";"0,00"
"3";="I2015623";"PP";="CONJ LATERAIS COMBOIO 10000L 2COMP VEICULO 6 X 4 S SUP GRAXA 170KG COM ARM EPI MOD 2026";="CJ";="I1040678";"PP";="TUBO DIN 2440 NBR5580 17,20 X 11,90 X 380,00MM";="PC";"1,0000";"0,00";"87169090";"0,00";"0";"0,00"
"4";="I1040678";"PP";="TUBO DIN 2440 NBR5580 17,20 X 11,90 X 380,00MM";="PC";="G2000473";"MP";="TUBO DIN 2440 NBR5580 17,20 X 11,90 X 2,65MM";="KG";"0,3600";"3,25";"73063000";"0,00";"0";"0,00"
"3";="I2015623";"PP";="CONJ LATERAIS COMBOIO 10000L 2COMP VEICULO 6 X 4 S SUP GRAXA 170KG COM ARM EPI MOD 2026";="CJ";="I1044222";"PP";="PERFIL L DIR 4,75 X 40,00 X 100,00 X 495,00MM REC";="PC";"4,0000";"0,00";"87169010";"0,00";"0";"0,00"
"4";="I1044222";"PP";="PERFIL L DIR 4,75 X 40,00 X 100,00 X 495,00MM REC";="PC";="G2005931";"MP";="CHAPA ACO A36 4,75MM";="KG";"7,5200";"0,00";"72085200";"0,00";"0";"0,00"
"3";="I2015623";"PP";="CONJ LATERAIS COMBOIO 10000L 2COMP VEICULO 6 X 4 S SUP GRAXA 170KG COM ARM EPI MOD 2026";="CJ";="I2010982";"PP";="SUPORTE FIXADOR COMPRESSOR";="CJ";"2,0000";"0,00";"87169010";"0,00";"0";"0,00"
"4";="I2010982";"PP";="SUPORTE FIXADOR COMPRESSOR";="CJ";="G3001751";"MP";="PF SX M12 X 1,75 X 60MM CL8.8 DIN 933 RI ZF";="PC";"4,0000";"5,20";"73181500";"0,00";"0";"0,00"
"4";="I2010982";"PP";="SUPORTE FIXADOR COMPRESSOR";="CJ";="I1007554";"PP";="SUPORTE COMPRESSOR COMBOIO";="PC";"2,0000";"3,25";"87169010";"0,00";"0";"0,00"
"5";="I1007554";"PP";="SUPORTE COMPRESSOR COMBOIO";="PC";="G2005931";"MP";="CHAPA ACO A36 4,75MM";="KG";"4,8800";"0,00";"72085200";"0,00";"0";"0,00"
"3";="I2015623";"PP";="CONJ LATERAIS COMBOIO 10000L 2COMP VEICULO 6 X 4 S SUP GRAXA 170KG COM ARM EPI MOD 2026";="CJ";="I2011422";"PP";="CONJ ARMARIO PARA EPI COM 2 PORTAS E 2 PRATELEIRAS";="CJ";"1,0000";"0,00";"87169010";"0,00";"0";"0,00"
"4";="I2011422";"PP";="CONJ ARMARIO PARA EPI COM 2 PORTAS E 2 PRATELEIRAS";="CJ";="G1003426";"MP";="DOBRADICA GONZO 1/2 ( MACHO E FEMEA)";="PC";"4,0000";"3,25";"83021000";"0,00";"0";"0,00"
"4";="I2011422";"PP";="CONJ ARMARIO PARA EPI COM 2 PORTAS E 2 PRATELEIRAS";="CJ";="I1034201";"PP";="CHAPA DOBRADA 3 X 120 X 25 X 25 X 850";="PC";"1,0000";"0,00";"87169010";"0,00";"0";"0,00"
"5";="I1034201";"PP";="CHAPA DOBRADA 3 X 120 X 25 X 25 X 850";="PC";="G2005882";"MP";="CHAPA ACO A36 3,00MM";="KG";"3,3300";"3,25";"72085300";"0,00";"0";"0,00"
"4";="I2011422";"PP";="CONJ ARMARIO PARA EPI COM 2 PORTAS E 2 PRATELEIRAS";="CJ";="I1034202";"PP";="CHAPA DOBRADA 3 X 572 X 80 X 25 X 30 X 850";="PC";"1,0000";"0,00";"87169010";"0,00";"0";"0,00"
"5";="I1034202";"PP";="CHAPA DOBRADA 3 X 572 X 80 X 25 X 30 X 850";="PC";="G2005882";"MP";="CHAPA ACO A36 3,00MM";="KG";"13,9800";"3,25";"72085300";"0,00";"0";"0,00"
"4";="I2011422";"PP";="CONJ ARMARIO PARA EPI COM 2 PORTAS E 2 PRATELEIRAS";="CJ";="I1034207";"PP";="PERFIL CARTOLA 30 X 22 X 100 X 22 X 30 X 850";="PC";"1,0000";"0,00";"87169010";"0,00";"0";"0,00"
"5";="I1034207";"PP";="PERFIL CARTOLA 30 X 22 X 100 X 22 X 30 X 850";="PC";="G2005932";"MP";="CHAPA ACO A36 2,00MM";="KG";"2,6500";"3,25";"72085400";"0,00";"5";"0,00"
"4";="I2011422";"PP";="CONJ ARMARIO PARA EPI COM 2 PORTAS E 2 PRATELEIRAS";="CJ";="I1034208";"PP";="CHAPA RETANG 3 X 788 X 570 1 REC";="PC";"1,0000";"0,00";"87169010";"0,00";"0";"0,00"
"5";="I1034208";"PP";="CHAPA RETANG 3 X 788 X 570 1 REC";="PC";="G2005882";"MP";="CHAPA ACO A36 3,00MM";="KG";"10,5500";"3,25";"72085300";"0,00";"0";"0,00"
"4";="I2011422";"PP";="CONJ ARMARIO PARA EPI COM 2 PORTAS E 2 PRATELEIRAS";="CJ";="I1034209";"PP";="PERFIL DOBRADO 3 X 30 X 30 X 545";="PC";"4,0000";"0,00";"87169010";"0,00";"0";"0,00"
"5";="I1034209";"PP";="PERFIL DOBRADO 3 X 30 X 30 X 545";="PC";="G2005882";"MP";="CHAPA ACO A36 3,00MM";="KG";"2,8400";"3,25";"72085300";"0,00";"0";"0,00"
"4";="I2011422";"PP";="CONJ ARMARIO PARA EPI COM 2 PORTAS E 2 PRATELEIRAS";="CJ";="I1034210";"PP";="CHAPA DOBRADA 3 X 540 X 25 X 820";="PC";"1,0000";"0,00";"87169010";"0,00";"0";"0,00"
"5";="I1034210";"PP";="CHAPA DOBRADA 3 X 540 X 25 X 820";="PC";="G2005882";"MP";="CHAPA ACO A36 3,00MM";="KG";"10,9300";"3,25";"72085300";"0,00";"0";"0,00"
"4";="I2011422";"PP";="CONJ ARMARIO PARA EPI COM 2 PORTAS E 2 PRATELEIRAS";="CJ";="I1034258";"PP";="CHAPA DOBRADA 3 X 540 X 25 X 740";="PC";"1,0000";"0,00";"87169010";"0,00";"0";"0,00"
"5";="I1034258";"PP";="CHAPA DOBRADA 3 X 540 X 25 X 740";="PC";="G2005882";"MP";="CHAPA ACO A36 3,00MM";="KG";"9,8600";"3,25";"72085300";"0,00";"0";"0,00"
"4";="I2011422";"PP";="CONJ ARMARIO PARA EPI COM 2 PORTAS E 2 PRATELEIRAS";="CJ";="I2011423";"PP";="CONJ PORTA ARMARIO EPI 18 X 837 MM X 632 MM";="CJ";"2,0000";"0,00";"87169010";"0,00";"0";"0,00"
"5";="I2011423";"PP";="CONJ PORTA ARMARIO EPI 18 X 837 MM X 632 MM";="CJ";="I1034203";"PP";="CHAPA RETANG 1 5 X 632 X 837 20 OBLG";="PC";"2,0000";"0,00";"87169010";"0,00";"0";"0,00"
"6";="I1034203";"PP";="CHAPA RETANG 1 5 X 632 X 837 20 OBLG";="PC";="G2006084";"MP";="CHAPA ACO A36 1,50MM";="KG";"12,5600";"3,25";"72085200";"0,00";"0";"0,00"
"5";="I2011423";"PP";="CONJ PORTA ARMARIO EPI 18 X 837 MM X 632 MM";="CJ";="I2011443";"PP";="CONJ FECHADURA ARMARIO DE EPI";="CJ";"2,0000";"0,00";"87169010";"0,00";"0";"0,00"
"6";="I2011443";"PP";="CONJ FECHADURA ARMARIO DE EPI";="CJ";="I1015079";"PP";="CHAPA 4,75 X 100 X 30 R15";="PC";"2,0000";"0,00";"87169010";"0,00";"0";"0,00"
"7";="I1015079";"PP";="CHAPA 4,75 X 100 X 30 R15";="PC";="G2005931";"MP";="CHAPA ACO A36 4,75MM";="KG";"0,2000";"0,00";"72085200";"0,00";"0";"0,00"
"6";="I2011443";"PP";="CONJ FECHADURA ARMARIO DE EPI";="CJ";="I1015080";"PP";="CHAPA 4,75 X 50 X 30 R15";="PC";"4,0000";"0,00";"87169010";"0,00";"0";"0,00"
"7";="I1015080";"PP";="CHAPA 4,75 X 50 X 30 R15";="PC";="G2005931";"MP";="CHAPA ACO A36 4,75MM";="KG";"0,1600";"0,00";"72085200";"0,00";"0";"0,00"
"6";="I2011443";"PP";="CONJ FECHADURA ARMARIO DE EPI";="CJ";="I1034262";"PP";="TUBO 15,88 X 2 X 60";="PC";"2,0000";"0,00";"87169010";"0,00";"0";"0,00"
"7";="I1034262";"PP";="TUBO 15,88 X 2 X 60";="PC";="G2006399";"MP";="TUBO REDONDO SAE1010 DIN2440  C/COSTURA 15,88X12,7MM";="KG";"0,0800";"0,00";"73063000";"0,00";"0";"0,00"
"6";="I2011443";"PP";="CONJ FECHADURA ARMARIO DE EPI";="CJ";="I1034263";"PP";="BARRA REDONDA 12,70 X 74";="PC";"2,0000";"0,00";"87169010";"0,00";"0";"0,00"
"7";="I1034263";"PP";="BARRA REDONDA 12,70 X 74";="PC";="G2000053";"MP";="BARRA REDONDA SAE1020 12,70MM TREFILADA";="KG";"0,1000";"5,20";"72155000";"0,00";"0";"0,00"
"3";="I2015623";"PP";="CONJ LATERAIS COMBOIO 10000L 2COMP VEICULO 6 X 4 S SUP GRAXA 170KG COM ARM EPI MOD 2026";="CJ";="I2015233";"PP";="CONJ PORTA COM FECHADURA EMBUTIR MONT LD DIR";="CJ";"4,0000";"0,00";"87169010";"0,00";"0";"0,00"
"4";="I2015233";"PP";="CONJ PORTA COM FECHADURA EMBUTIR MONT LD DIR";="CJ";="G1009112";"MP";="FECHO DE EMBUTIR 16MM C/CHAVE PROFUGO 724";="PC";"4,0000";"6,50";"84122900";"0,00";"0";"0,00"
"4";="I2015233";"PP";="CONJ PORTA COM FECHADURA EMBUTIR MONT LD DIR";="CJ";="G3000328";"MP";="REBITE REPUXO ALUMINIO 4,8 X 12MM";="PC";"32,0000";"3,25";"83082000";"0,00";"0";"0,00"
"4";="I2015233";"PP";="CONJ PORTA COM FECHADURA EMBUTIR MONT LD DIR";="CJ";="G3006035";"MP";="GONZO 16MM 5/8"" CONF DES";="PC";"8,0000";"3,25";"83021000";"0,00";"0";"0,00"
"4";="I2015233";"PP";="CONJ PORTA COM FECHADURA EMBUTIR MONT LD DIR";="CJ";="G3010009";"MP";="PINO ELASTICO DIN 1481 5 X 20 CONF DES";="PC";"8,0000";"3,25";"73181500";"0,00";"0";"0,00"
"4";="I2015233";"PP";="CONJ PORTA COM FECHADURA EMBUTIR MONT LD DIR";="CJ";="I1007342";"PP";="PERFIL 2 X 20 X 29 X 710 X 1362 8DIAM5 LE";="PC";"4,0000";"3,25";"87169010";"0,00";"0";"0,00"
"5";="I1007342";"PP";="PERFIL 2 X 20 X 29 X 710 X 1362 8DIAM5 LE";="PC";="G2005940";"MP";="CHAPA ACO A36 2,65MM";="KG";"92,8400";"3,25";"72085400";"0,00";"5";"0,00"
"4";="I2015233";"PP";="CONJ PORTA COM FECHADURA EMBUTIR MONT LD DIR";="CJ";="I1009007";"PP";="BORRACHA PORTA COMBOIO";="PC";"4,0000";"3,25";"87169010";"0,00";"0";"0,00"
"5";="I1009007";"PP";="BORRACHA PORTA COMBOIO";="PC";="G1009109";"MP";="PERFIL BIELASTOMERO PARA PORTAS";="MT";"16,0600";"0,00";"40169990";"0,00";"0";"0,00"
"4";="I2015233";"PP";="CONJ PORTA COM FECHADURA EMBUTIR MONT LD DIR";="CJ";="I2002647";"PP";="CONJ FECHADURA COMBOIO 1180MM LE";="CJ";"4,0000";"0,00";"87169010";"0,00";"0";"0,00"
"5";="I2002647";"PP";="CONJ FECHADURA COMBOIO 1180MM LE";="CJ";="I1007210";"PP";="BARRA RED 15,88 X 1026 FURO DIAM 5";="PC";"4,0000";"3,25";"87169010";"0,00";"0";"0,00"
"6";="I1007210";"PP";="BARRA RED 15,88 X 1026 FURO DIAM 5";="PC";="G2000054";"MP";="BARRA REDONDA SAE1020 15,88MM TREFILADA";="KG";"6,3600";"5,20";"72155000";"0,00";"0";"0,00"
"5";="I2002647";"PP";="CONJ FECHADURA COMBOIO 1180MM LE";="CJ";="I1007211";"PP";="BUCHA DE ARTICULACAO 30 X 22,22";="PC";"12,0000";"3,25";"87169010";"0,00";"0";"0,00"
"6";="I1007211";"PP";="BUCHA DE ARTICULACAO 30 X 22,22";="PC";="G2005696";"MP";="TUBO INDUSTRIAL 22,22 X 2,65 PAREDE";="KG";"0,4920";"3,25";"73043910";"0,00";"0";"0,00"
"5";="I2002647";"PP";="CONJ FECHADURA COMBOIO 1180MM LE";="CJ";="I1007212";"PP";="TRAVA INTERNA";="PC";"12,0000";"3,25";"87169010";"0,00";"0";"0,00"
"6";="I1007212";"PP";="TRAVA INTERNA";="PC";="G2005882";"MP";="CHAPA ACO A36 3,00MM";="KG";"0,8400";"3,25";"72085300";"0,00";"0";"0,00"
"5";="I2002647";"PP";="CONJ FECHADURA COMBOIO 1180MM LE";="CJ";="I1008779";"PP";="BARRA RED 15,88 X 157 FURO DIAM 5";="PC";"4,0000";"3,25";"87169010";"0,00";"0";"0,00"
"6";="I1008779";"PP";="BARRA RED 15,88 X 157 FURO DIAM 5";="PC";="G2000054";"MP";="BARRA REDONDA SAE1020 15,88MM TREFILADA";="KG";"0,9600";"5,20";"72155000";"0,00";"0";"0,00"
"4";="I2015233";"PP";="CONJ PORTA COM FECHADURA EMBUTIR MONT LD DIR";="CJ";="I2013255";"PP";="CONJ BRACO DE MONT INFERIOR PARA PORTA VERTICAL LAT MANTER ABERT";="CJ";"4,0000";"0,00";"87169010";"0,00";"0";"0,00"
"5";="I2013255";"PP";="CONJ BRACO DE MONT INFERIOR PARA PORTA VERTICAL LAT MANTER ABERT";="CJ";="G1005029";"MP";="PO SX AUTO TRAV M8 X 1,25 CL 8 DIN 985 ZB";="PC";"4,0000";"3,25";"73181600";"0,00";"0";"0,00"
"5";="I2013255";"PP";="CONJ BRACO DE MONT INFERIOR PARA PORTA VERTICAL LAT MANTER ABERT";="CJ";="G3004428";"MP";="PF SX FL M8 X 1,25 X 25 CL8.8 DIN6921 ZF";="PC";"4,0000";"3,25";"73181500";"0,00";"0";"0,00"
"5";="I2013255";"PP";="CONJ BRACO DE MONT INFERIOR PARA PORTA VERTICAL LAT MANTER ABERT";="CJ";="I1006833";"PP";="SUPORTE TIRANTE";="PC";"8,0000";"11,70";"87169010";"0,00";"0";"0,00"
"6";="I1006833";"PP";="SUPORTE TIRANTE";="PC";="G2005882";"MP";="CHAPA ACO A36 3,00MM";="KG";"0,3200";"3,25";"72085300";"0,00";"0";"0,00"
"5";="I2013255";"PP";="CONJ BRACO DE MONT INFERIOR PARA PORTA VERTICAL LAT MANTER ABERT";="CJ";="I1038970";"PP";="BRACO DE FIX INFERIOR P/ PORTA LAT 6,35 X 20 X 220";="PC";"4,0000";"0,00";"87169010";"0,00";"0";"0,00"
"6";="I1038970";"PP";="BRACO DE FIX INFERIOR P/ PORTA LAT 6,35 X 20 X 220";="PC";="G2005887";"MP";="CHAPA ACO A36 6,35MM";="KG";"0,8400";"3,25";"72085200";"0,00";"5";"0,00"
"5";="I2013255";"PP";="CONJ BRACO DE MONT INFERIOR PARA PORTA VERTICAL LAT MANTER ABERT";="CJ";="I1038971";"PP";="PINO 7,94 X 15 TRAVAMENTO INFERIOR PARA PORTA LATERAL";="PC";"8,0000";"0,00";"87169010";"0,00";"0";"0,00"
"6";="I1038971";"PP";="PINO 7,94 X 15 TRAVAMENTO INFERIOR PARA PORTA LATERAL";="PC";="G2000064";"MP";="BARRA REDONDA SAE1020 7,93MM LAMINADA";="KG";"0,0800";"5,20";"72283000";"0,00";"3";"0,00"
"3";="I2015623";"PP";="CONJ LATERAIS COMBOIO 10000L 2COMP VEICULO 6 X 4 S SUP GRAXA 170KG COM ARM EPI MOD 2026";="CJ";="I2015234";"PP";="CONJ PORTA COM FECHADURA EMBUTIR MONT LD ESQ";="CJ";"4,0000";"0,00";"87169010";"0,00";"0";"0,00"
"4";="I2015234";"PP";="CONJ PORTA COM FECHADURA EMBUTIR MONT LD ESQ";="CJ";="G1009112";"MP";="FECHO DE EMBUTIR 16MM C/CHAVE PROFUGO 724";="PC";"4,0000";"6,50";"84122900";"0,00";"0";"0,00"
"4";="I2015234";"PP";="CONJ PORTA COM FECHADURA EMBUTIR MONT LD ESQ";="CJ";="G3000328";"MP";="REBITE REPUXO ALUMINIO 4,8 X 12MM";="PC";"32,0000";"3,25";"83082000";"0,00";"0";"0,00"
"4";="I2015234";"PP";="CONJ PORTA COM FECHADURA EMBUTIR MONT LD ESQ";="CJ";="G3006035";"MP";="GONZO 16MM 5/8"" CONF DES";="PC";"8,0000";"3,25";"83021000";"0,00";"0";"0,00"
"4";="I2015234";"PP";="CONJ PORTA COM FECHADURA EMBUTIR MONT LD ESQ";="CJ";="G3010009";"MP";="PINO ELASTICO DIN 1481 5 X 20 CONF DES";="PC";"8,0000";"3,25";"73181500";"0,00";"0";"0,00"
"4";="I2015234";"PP";="CONJ PORTA COM FECHADURA EMBUTIR MONT LD ESQ";="CJ";="I1007344";"PP";="PERFIL 2 X 20 X 29 X 710 X 1362 8DIAM5 LD";="PC";"4,0000";"3,25";"87169010";"0,00";"0";"0,00"
"5";="I1007344";"PP";="PERFIL 2 X 20 X 29 X 710 X 1362 8DIAM5 LD";="PC";="G2005940";"MP";="CHAPA ACO A36 2,65MM";="KG";"92,8400";"3,25";"72085400";"0,00";"5";"0,00"
"4";="I2015234";"PP";="CONJ PORTA COM FECHADURA EMBUTIR MONT LD ESQ";="CJ";="I1009007";"PP";="BORRACHA PORTA COMBOIO";="PC";"4,0000";"3,25";"87169010";"0,00";"0";"0,00"
"5";="I1009007";"PP";="BORRACHA PORTA COMBOIO";="PC";="G1009109";"MP";="PERFIL BIELASTOMERO PARA PORTAS";="MT";"16,0600";"0,00";"40169990";"0,00";"0";"0,00"
"4";="I2015234";"PP";="CONJ PORTA COM FECHADURA EMBUTIR MONT LD ESQ";="CJ";="I2013255";"PP";="CONJ BRACO DE MONT INFERIOR PARA PORTA VERTICAL LAT MANTER ABERT";="CJ";"4,0000";"0,00";"87169010";"0,00";"0";"0,00"
"5";="I2013255";"PP";="CONJ BRACO DE MONT INFERIOR PARA PORTA VERTICAL LAT MANTER ABERT";="CJ";="G1005029";"MP";="PO SX AUTO TRAV M8 X 1,25 CL 8 DIN 985 ZB";="PC";"4,0000";"3,25";"73181600";"0,00";"0";"0,00"
"5";="I2013255";"PP";="CONJ BRACO DE MONT INFERIOR PARA PORTA VERTICAL LAT MANTER ABERT";="CJ";="G3004428";"MP";="PF SX FL M8 X 1,25 X 25 CL8.8 DIN6921 ZF";="PC";"4,0000";"3,25";"73181500";"0,00";"0";"0,00"
"5";="I2013255";"PP";="CONJ BRACO DE MONT INFERIOR PARA PORTA VERTICAL LAT MANTER ABERT";="CJ";="I1006833";"PP";="SUPORTE TIRANTE";="PC";"8,0000";"11,70";"87169010";"0,00";"0";"0,00"
"6";="I1006833";"PP";="SUPORTE TIRANTE";="PC";="G2005882";"MP";="CHAPA ACO A36 3,00MM";="KG";"0,3200";"3,25";"72085300";"0,00";"0";"0,00"
"5";="I2013255";"PP";="CONJ BRACO DE MONT INFERIOR PARA PORTA VERTICAL LAT MANTER ABERT";="CJ";="I1038970";"PP";="BRACO DE FIX INFERIOR P/ PORTA LAT 6,35 X 20 X 220";="PC";"4,0000";"0,00";"87169010";"0,00";"0";"0,00"
"6";="I1038970";"PP";="BRACO DE FIX INFERIOR P/ PORTA LAT 6,35 X 20 X 220";="PC";="G2005887";"MP";="CHAPA ACO A36 6,35MM";="KG";"0,8400";"3,25";"72085200";"0,00";"5";"0,00"
"5";="I2013255";"PP";="CONJ BRACO DE MONT INFERIOR PARA PORTA VERTICAL LAT MANTER ABERT";="CJ";="I1038971";"PP";="PINO 7,94 X 15 TRAVAMENTO INFERIOR PARA PORTA LATERAL";="PC";"8,0000";"0,00";"87169010";"0,00";"0";"0,00"
"6";="I1038971";"PP";="PINO 7,94 X 15 TRAVAMENTO INFERIOR PARA PORTA LATERAL";="PC";="G2000064";"MP";="BARRA REDONDA SAE1020 7,93MM LAMINADA";="KG";"0,0800";"5,20";"72283000";"0,00";"3";"0,00"
"4";="I2015234";"PP";="CONJ PORTA COM FECHADURA EMBUTIR MONT LD ESQ";="CJ";="I2015243";"PP";="CONJ FECHADURA ARM ISOL CONJ OXIACET PORTA 1688 X 660MM";="CJ";"4,0000";"0,00";"87169010";"0,00";"0";"0,00"
"5";="I2015243";"PP";="CONJ FECHADURA ARM ISOL CONJ OXIACET PORTA 1688 X 660MM";="CJ";="I1007210";"PP";="BARRA RED 15,88 X 1026 FURO DIAM 5";="PC";"4,0000";"3,25";"87169010";"0,00";"0";"0,00"
"6";="I1007210";"PP";="BARRA RED 15,88 X 1026 FURO DIAM 5";="PC";="G2000054";"MP";="BARRA REDONDA SAE1020 15,88MM TREFILADA";="KG";"6,3600";"5,20";"72155000";"0,00";"0";"0,00"
"5";="I2015243";"PP";="CONJ FECHADURA ARM ISOL CONJ OXIACET PORTA 1688 X 660MM";="CJ";="I1007211";"PP";="BUCHA DE ARTICULACAO 30 X 22,22";="PC";"12,0000";"3,25";"87169010";"0,00";"0";"0,00"
